customer_id,region,acquisition_channel,plan_tier,tenure_months,num_orders_12m,days_since_last_order,avg_order_value,email_engagement_rate,app_logins_30d,support_tickets_12m,discount_rate,satisfaction_score,annual_margin,churned
KL103421,DE,Organic,Plus,16,4,181,53.85,0.67,2,2,0.196,3.3,81.85,0
KL103422,AT,Social,Premium,17,5,195,70.55,0.435,2,0,0.268,3.8,134.04,0
KL103423,DE,Organic,Premium,19,11,163,54.6,0.506,0,0,0.212,4.2,228.23,0
KL103424,DE,Organic,Basic,8,1,206,33.71,0.205,0,0,0.159,3.2,12.81,1
KL103425,DE,Social,Basic,16,2,210,23.8,0.503,0,0,0.307,4.3,18.09,0
KL103426,DE,Social,Plus,14,2,236,50.2,0.327,1,2,0.734,3.5,38.15,1
KL103427,CH,Organic,Plus,4,7,155,38.67,0.238,1,2,0.153,4.1,102.86,0
KL103428,Other,Organic,Basic,9,2,219,13.63,0.468,3,1,0.134,4.2,10.36,1
KL103429,CH,Referral,Premium,13,4,196,60.44,0.461,4,1,0.555,4.4,91.87,1
KL103430,DE,Organic,Basic,10,2,193,20.97,0.251,3,2,0.204,4.2,15.94,1
KL103431,DE,Organic,Premium,12,8,112,59.68,0.193,3,0,0.174,4.3,181.43,0
KL103432,Other,Social,Plus,11,9,115,23.64,0.103,0,0,0.458,4.2,80.85,0
KL103433,DE,Social,Basic,9,4,224,27.05,0.245,1,2,0.255,3.0,41.12,0
KL103434,DE,Paid Search,Premium,27,9,91,48.71,0.379,3,0,0.468,,166.59,0
KL103435,DE,Paid Search,Plus,19,7,226,40.98,0.657,2,2,0.526,3.6,109.01,0
KL103436,DE,Organic,Plus,2,3,172,22.7,0.291,1,0,0.104,3.8,25.88,1
KL103437,DE,Organic,Plus,10,5,118,33.23,0.559,1,0,0.566,4.6,63.14,0
KL103438,DE,Social,Basic,12,1,193,32.39,0.502,0,0,0.71,4.4,12.31,0
KL103439,DE,Social,Basic,60,5,101,33.59,0.275,1,1,0.297,3.7,63.82,0
KL103440,DE,Organic,Basic,15,5,120,21.64,0.589,1,0,0.172,3.7,41.12,0
KL103441,DE,Organic,Basic,12,4,191,32.36,0.771,2,0,0.133,3.5,49.19,0
KL103442,DE,Organic,Basic,35,2,149,13.39,0.809,3,0,0.314,4.6,10.18,0
KL103443,DE,Organic,Plus,14,3,143,49.81,0.358,2,1,0.658,3.9,56.78,0
KL103444,CH,Organic,Basic,35,7,166,37.42,0.625,2,1,0.464,4.8,99.54,0
KL103445,DE,Organic,Plus,18,4,191,40.31,0.357,0,0,0.412,4.7,61.27,0
KL103446,AT,Social,Basic,12,2,221,24.47,0.706,4,0,0.113,4.7,18.6,0
KL103447,AT,Organic,Basic,68,3,204,9.22,0.502,1,0,0.25,4.0,10.51,0
KL103448,DE,Social,Premium,21,7,162,64.51,0.199,2,2,0.326,3.8,171.6,0
KL103449,CH,Paid Search,Premium,21,6,192,70.27,0.114,0,0,0.08,4.1,160.22,0
KL103450,AT,Social,Plus,2,1,244,44.9,0.26,1,0,0.495,5.0,17.06,1
KL103451,DE,Referral,Basic,3,1,214,29.2,0.245,1,0,0.354,4.6,11.1,1
KL103452,DE,Paid Search,Plus,72,8,174,30.53,0.263,0,3,0.181,4.0,92.81,0
KL103453,DE,Organic,Basic,11,2,112,29.04,0.322,0,2,0.271,3.2,22.07,0
KL103454,Other,Social,Plus,3,5,165,35.1,0.419,0,1,0.385,4.0,66.69,0
KL103455,CH,Organic,Premium,5,7,214,76.36,0.179,0,1,0.432,3.2,203.12,1
KL103456,Other,Organic,Basic,3,5,160,32.81,0.391,0,0,0.223,4.9,62.34,0
KL103457,CH,Organic,Premium,46,7,182,67.13,0.567,3,0,0.261,4.2,178.57,0
KL103458,DE,Referral,Plus,11,3,204,42.32,0.216,0,0,0.483,4.9,48.24,1
KL103459,CH,Organic,Basic,3,2,182,20.4,0.837,5,0,0.403,3.2,15.5,0
KL103460,DE,Paid Search,Basic,6,2,220,21.46,0.239,0,3,0.126,3.0,16.31,1
KL103461,CH,Paid Search,Plus,9,3,180,57.3,0.392,1,0,0.172,3.8,65.32,0
KL103462,DE,Social,Basic,23,2,187,20.84,0.524,2,0,0.332,5.0,15.84,0
KL103463,DE,Organic,Basic,19,5,162,28.13,0.319,2,0,0.613,4.2,53.45,0
KL103464,AT,Social,Basic,37,3,166,28.8,0.507,2,1,0.309,3.9,32.83,0
KL103465,CH,Social,Premium,3,8,121,65.01,0.118,1,0,0.553,3.9,197.63,0
KL103466,DE,Paid Search,Basic,31,6,155,29.42,0.19,1,0,0.178,4.5,67.08,0
KL103467,DE,Paid Search,Premium,14,4,190,79.95,0.527,1,0,0.845,4.4,121.52,1
KL103468,DE,Social,Plus,7,3,183,43.14,0.574,4,0,0.084,4.7,49.18,0
KL103469,Other,Social,Basic,6,1,196,31.97,0.342,0,0,0.63,3.6,12.15,1
KL103470,DE,Paid Search,Basic,2,3,286,25.56,0.537,4,2,0.121,4.8,29.14,0
KL103471,DE,Paid Search,Plus,11,0,245,40.44,0.474,6,1,0.132,4.7,15.37,1
KL103472,DE,Organic,Basic,6,2,146,31.74,0.692,6,2,0.205,3.1,24.12,0
KL103473,DE,Organic,Basic,11,6,181,39.23,0.024,0,2,0.353,4.1,89.44,0
KL103474,DE,Organic,Basic,2,0,230,38.31,0.325,0,0,0.073,4.9,14.56,1
KL103475,DE,Organic,Premium,19,3,319,39.71,0.526,2,0,0.178,4.8,45.27,1
KL103476,CH,Organic,Plus,5,6,184,28.57,0.41,3,0,0.154,3.9,65.14,0
KL103477,CH,Social,Plus,4,6,246,58.61,0.683,2,0,0.172,4.7,133.63,1
KL103478,Other,Social,Basic,11,1,198,23.74,0.889,4,1,0.194,,9.02,1
KL103479,DE,Social,Basic,67,6,145,24.93,0.617,2,0,0.288,4.3,56.84,0
KL103480,DE,Paid Search,Plus,3,3,156,37.35,0.412,1,0,0.32,4.4,42.58,0
KL103481,AT,Paid Search,Basic,14,3,227,17.55,0.299,1,0,0.141,3.3,20.01,1
KL103482,CH,Organic,Premium,6,7,132,58.81,0.261,1,0,0.244,4.8,156.43,0
KL103483,DE,Social,Premium,1,8,133,60.66,0.403,2,2,0.319,4.4,184.41,0
KL103484,AT,Organic,Basic,11,4,206,23.99,0.751,3,1,0.321,3.6,36.46,0
KL103485,AT,Paid Search,Premium,9,6,161,57.17,0.401,2,1,0.414,4.4,130.35,0
KL103486,AT,Referral,Plus,10,8,161,49.33,0.658,2,0,0.274,4.0,149.96,0
KL103487,AT,Social,Plus,72,10,96,41.26,0.682,6,0,0.233,4.1,156.79,0
KL103488,DE,Organic,Basic,7,4,105,29.18,0.563,2,1,0.101,4.7,44.35,0
KL103489,DE,Social,Premium,4,2,249,65.72,0.237,1,0,0.032,5.0,49.95,0
KL103490,DE,Organic,Basic,13,2,245,23.81,0.146,1,2,0.279,3.9,18.1,1
KL103491,DE,Organic,Plus,2,11,123,36.34,0.166,0,1,0.245,4.0,151.9,0
KL103492,CH,Organic,Basic,49,4,192,16.14,0.276,1,0,0.223,4.8,24.53,0
KL103493,DE,Organic,Basic,39,1,179,33.79,0.358,1,0,0.312,4.4,12.84,0
KL103494,DE,Social,Premium,11,7,155,63.82,0.313,1,0,0.155,4.7,169.76,0
KL103495,CH,Paid Search,Basic,16,2,289,37.81,0.076,1,1,0.236,4.7,28.74,1
KL103496,AT,Organic,Basic,9,3,259,31.02,0.178,0,0,0.944,4.4,35.36,1
KL103497,AT,Referral,Plus,13,7,174,54.64,0.916,4,0,0.187,3.9,145.34,0
KL103498,DE,Paid Search,Basic,17,0,153,24.94,0.513,2,0,0.445,4.3,9.48,0
KL103499,CH,Paid Search,Premium,30,7,182,57.22,0.5,2,0,0.186,4.8,152.21,0
KL103500,DE,Paid Search,Premium,12,6,163,79.88,0.619,2,1,0.345,3.9,182.13,0
KL103501,DE,Paid Search,Basic,5,6,158,37.23,0.43,4,2,0.119,4.2,84.88,1
KL103502,DE,Paid Search,Plus,3,4,188,27.11,,6,0,0.206,4.3,41.21,0
KL103503,AT,Paid Search,Premium,7,5,248,68.67,0.54,3,0,0.497,4.2,130.47,0
KL103504,AT,Referral,Premium,47,11,137,70.65,0.494,0,2,0.458,3.8,295.32,0
KL103505,DE,Organic,Plus,25,8,191,40.21,,3,0,0.381,4.5,122.24,0
KL103506,DE,Paid Search,Plus,61,11,147,31.72,0.704,2,1,0.131,4.1,132.59,0
KL103507,CH,Organic,Plus,25,2,218,40.51,0.306,2,2,0.368,3.0,30.79,1
KL103508,AT,Social,Basic,61,9,171,29.55,0.266,4,2,0.398,3.3,101.06,0
KL103509,DE,Organic,Plus,19,8,141,36.38,0.185,0,0,0.579,,110.6,0
KL103510,Other,Organic,Basic,16,2,157,33.76,0.093,1,2,0.33,4.0,25.66,0
KL103511,AT,Referral,Basic,72,5,236,15.14,0.773,4,0,0.374,4.0,28.77,0
KL103512,Other,Paid Search,Basic,19,2,151,29.41,0.585,0,0,0.419,5.0,22.35,0
KL103513,Other,Organic,Premium,32,10,150,80.52,0.187,2,1,0.046,3.1,305.98,0
KL103514,CH,Organic,Basic,3,4,252,32.79,0.269,2,1,0.383,3.9,49.84,1
KL103515,AT,Paid Search,Basic,14,1,224,39.57,0.471,4,0,0.238,3.8,15.04,1
KL103516,DE,Referral,Basic,6,4,209,26.91,0.422,0,2,0.108,3.5,40.9,0
KL103517,DE,Paid Search,Basic,8,4,209,29.66,0.112,0,1,0.197,3.4,45.08,1
KL103518,DE,Organic,Premium,11,6,213,61.54,0.326,0,2,0.545,4.0,140.31,1
KL103519,CH,Paid Search,Basic,11,5,228,24.81,0.606,3,0,0.142,4.1,47.14,0
KL103520,DE,Paid Search,Basic,28,4,138,32.06,0.747,3,1,0.36,3.3,48.73,0
KL103521,CH,Organic,Premium,36,3,242,57.5,0.316,0,1,0.134,4.5,65.55,0
KL103522,DE,Social,Basic,9,2,202,34.67,0.194,0,0,0.216,3.3,26.35,0
KL103523,DE,Organic,Basic,5,2,178,31.9,0.323,2,0,0.493,4.4,24.24,0
KL103524,DE,Referral,Plus,39,6,134,32.28,0.623,3,0,0.678,3.4,73.6,0
KL103525,DE,Social,Plus,15,3,205,49.76,0.203,0,1,0.541,4.2,56.73,1
KL103526,DE,Organic,Basic,72,7,144,44.86,0.199,1,1,0.262,3.7,119.33,0
KL103527,DE,Social,Plus,36,7,167,49.11,0.492,1,1,0.169,3.9,130.63,0
KL103528,CH,Social,Plus,10,7,164,26.49,0.304,0,2,0.312,3.4,70.46,1
KL103529,DE,Paid Search,Plus,47,5,190,61.01,0.223,3,0,0.377,3.9,115.92,0
KL103530,DE,Paid Search,Basic,38,1,240,10.28,0.445,2,1,0.325,4.7,3.91,1
KL103531,DE,Organic,Plus,5,8,197,28.26,0.767,4,1,0.406,3.7,85.91,0
KL103532,DE,Organic,Plus,2,3,237,27.95,,3,0,0.386,4.2,31.86,0
KL103533,DE,Social,Plus,13,11,185,39.79,0.73,0,1,0.498,4.4,166.32,0
KL103534,AT,Organic,Premium,35,4,179,49.44,0.572,2,1,0.327,3.7,75.15,0
KL103535,CH,Organic,Premium,12,7,138,47.02,0.543,1,0,0.322,4.3,125.07,0
KL103536,DE,Paid Search,Plus,11,6,169,36.41,0.12,1,0,0.347,4.5,83.01,1
KL103537,DE,Organic,Basic,5,4,171,22.12,0.494,3,1,0.306,4.3,33.62,1
KL103538,DE,Social,Basic,2,3,150,25.51,0.399,1,1,0.349,3.6,29.08,1
KL103539,DE,Social,Plus,7,4,179,45.71,0.433,0,0,0.34,4.3,69.48,1
KL103540,CH,Social,Basic,68,2,228,39.64,0.453,2,0,0.524,3.9,30.13,0
KL103541,DE,Organic,Plus,5,4,230,41.64,0.662,3,1,0.305,3.9,63.29,0
KL103542,CH,Paid Search,Plus,7,2,201,45.46,0.72,1,0,0.19,4.2,34.55,1
KL103543,DE,Social,Plus,27,4,226,39.53,0.406,3,0,0.532,4.8,60.09,0
KL103544,DE,Paid Search,Basic,17,3,196,37.19,0.29,0,1,0.425,4.4,42.4,1
KL103545,DE,Social,Premium,7,9,65,77.02,0.363,1,2,0.366,3.4,263.41,0
KL103546,DE,Paid Search,Plus,27,5,132,37.15,0.38,1,0,0.523,4.3,70.58,0
KL103547,Other,Paid Search,Plus,22,2,218,31.12,0.54,3,0,0.643,4.4,23.65,1
KL103548,DE,Organic,Plus,6,6,109,37.16,0.524,3,0,0.143,4.9,84.72,0
KL103549,CH,Social,Basic,32,3,149,24.13,0.329,1,3,0.215,3.3,27.51,1
KL103550,CH,Organic,Plus,9,5,127,40.1,0.179,0,1,0.249,3.7,76.19,0
KL103551,DE,Social,Basic,28,3,189,27.91,0.274,0,1,0.754,4.2,31.82,0
KL103552,DE,Paid Search,Plus,4,2,212,40.12,0.546,4,2,0.188,2.7,30.49,0
KL103553,DE,Organic,Basic,10,3,136,17.75,0.577,3,1,0.397,4.3,20.24,0
KL103554,DE,Social,Basic,67,5,206,25.87,0.043,0,2,0.131,4.2,49.15,0
KL103555,CH,Paid Search,Basic,30,4,188,30.11,0.456,1,2,0.486,3.9,45.77,0
KL103556,DE,Organic,Basic,7,3,150,39.96,0.687,4,0,0.456,5.0,45.55,0
KL103557,Other,Referral,Premium,7,5,181,60.25,0.609,0,0,0.163,4.3,114.48,0
KL103558,AT,Social,Plus,28,3,169,41.64,0.752,4,0,0.518,4.2,47.47,0
KL103559,DE,Paid Search,Basic,14,2,177,26.8,0.375,1,1,0.07,2.8,20.37,0
KL103560,AT,Social,Basic,1,1,168,23.66,0.33,2,0,0.232,3.9,8.99,1
KL103561,DE,Paid Search,Plus,7,3,195,37.87,0.463,1,0,0.255,4.5,43.17,1
KL103562,CH,Paid Search,Basic,7,1,203,12.9,0.333,2,0,0.604,4.2,4.9,0
KL103563,DE,Organic,Basic,6,1,203,31.37,0.271,1,0,0.309,4.3,11.92,0
KL103564,Other,Organic,Basic,47,4,184,33.14,0.447,0,2,0.371,2.8,50.37,0
KL103565,CH,Paid Search,Plus,30,4,196,38.48,0.102,0,0,0.405,4.5,58.49,1
KL103566,CH,Paid Search,Premium,2,4,181,68.78,0.173,0,0,0.015,4.0,104.55,0
KL103567,DE,Social,Basic,19,3,126,13.87,0.726,2,0,0.503,4.3,15.81,0
KL103568,CH,Paid Search,Premium,45,9,146,76.6,0.073,0,0,0.185,4.7,261.97,0
KL103569,DE,Paid Search,Premium,7,4,154,58.62,0.391,1,0,0.351,5.0,89.1,0
KL103570,CH,Social,Premium,18,7,203,62.67,0.433,2,0,0.255,3.7,166.7,0
KL103571,DE,Referral,Plus,72,8,171,49.18,0.439,4,1,0.188,4.6,149.51,0
KL103572,DE,Organic,Premium,36,7,199,53.18,0.562,1,0,0.269,4.2,141.46,0
KL103573,DE,Referral,Plus,2,8,137,37.94,0.378,1,0,0.548,,115.34,0
KL103574,DE,Social,Premium,7,5,211,58.98,0.758,4,1,0.113,3.6,112.06,0
KL103575,DE,Organic,Basic,62,6,133,32.14,0.267,0,0,0.292,,73.28,0
KL103576,CH,Organic,Plus,33,5,179,34.25,0.595,1,0,0.15,4.4,65.08,0
KL103577,DE,Organic,Plus,3,2,172,47.85,0.038,0,2,0.24,3.9,36.37,1
KL103578,AT,Social,Basic,5,7,185,29.83,0.548,5,1,0.382,3.5,79.35,1
KL103579,DE,Paid Search,Basic,22,2,264,15.32,0.17,0,2,0.16,4.3,11.64,0
KL103580,CH,Paid Search,Basic,7,6,184,34.54,0.347,1,2,0.389,3.9,78.75,0
KL103581,CH,Social,Basic,44,1,160,42.74,0.204,1,1,0.403,4.0,16.24,1
KL103582,DE,Organic,Basic,10,3,172,20.54,0.195,0,1,0.224,4.1,23.42,1
KL103583,AT,Paid Search,Basic,50,3,303,23.71,0.771,5,1,0.287,4.2,27.03,1
KL103584,CH,Social,Basic,4,1,241,17.44,0.155,0,1,0.111,,6.63,1
KL103585,CH,Referral,Plus,36,2,177,41.36,0.374,1,0,0.358,,31.43,1
KL103586,DE,Social,Basic,19,5,212,36.55,0.586,2,1,0.55,3.5,69.45,0
KL103587,DE,Organic,Basic,11,2,208,22.39,0.784,1,0,0.102,4.2,17.02,1
KL103588,CH,Organic,Basic,8,3,288,20.45,0.23,1,1,0.221,3.4,23.31,1
KL103589,DE,Organic,Basic,42,6,174,38.01,0.531,1,0,0.692,3.8,86.66,0
KL103590,CH,Paid Search,Basic,46,4,179,21.73,0.343,1,0,0.268,,33.03,0
KL103591,DE,Organic,Premium,21,11,129,59.13,0.229,0,1,0.196,4.2,247.16,0
KL103592,CH,Referral,Basic,23,3,182,25.94,0.254,2,1,0.203,2.9,29.57,0
KL103593,DE,Social,Basic,37,3,171,13.92,0.185,1,1,0.172,2.9,15.87,0
KL103594,DE,Paid Search,Plus,16,4,149,35.09,0.488,2,0,0.232,3.8,53.34,0
KL103595,Other,Organic,Premium,8,3,179,79.75,0.415,1,1,0.275,3.9,90.92,0
KL103596,CH,Paid Search,Basic,13,2,231,33.58,0.239,0,2,0.641,,25.52,1
KL103597,CH,Paid Search,Basic,4,4,179,32.76,0.455,2,1,0.225,3.6,49.8,0
KL103598,Other,Social,Plus,50,9,128,46.87,0.328,0,0,0.229,4.3,160.3,0
KL103599,DE,Organic,Basic,25,6,126,32.89,0.074,0,1,0.282,4.7,74.99,0
KL103600,DE,Social,Basic,11,4,213,24.61,0.303,0,0,0.47,4.2,37.41,0
KL103601,DE,Organic,Premium,19,13,172,64.33,0.253,0,1,0.509,3.8,317.79,0
KL103602,DE,Organic,Premium,5,10,110,67.83,0.462,3,2,0.79,4.2,257.75,0
KL103603,DE,Referral,Plus,3,4,166,38.12,0.381,4,0,0.219,4.4,57.94,0
KL103604,Other,Organic,Basic,15,1,180,38.48,0.45,0,0,0.435,4.5,14.62,0
KL103605,DE,Organic,Plus,14,4,217,28.41,0.813,3,0,0.412,4.4,43.18,0
KL103606,DE,Paid Search,Premium,3,7,200,62.44,0.366,0,2,0.055,3.5,166.09,0
KL103607,DE,Paid Search,Premium,4,8,161,73.85,0.197,1,2,0.319,2.8,224.5,0
KL103608,DE,Organic,Basic,6,2,162,35.95,0.683,0,1,0.21,4.5,27.32,0
KL103609,DE,Organic,Basic,33,5,194,23.98,0.391,1,1,0.438,4.5,45.56,0
KL103610,AT,Organic,Basic,5,1,220,30.49,0.673,3,1,0.207,4.8,11.59,1
KL103611,DE,Paid Search,Plus,13,8,168,44.42,0.135,0,2,0.655,3.1,135.04,0
KL103612,DE,Organic,Basic,28,10,103,45.39,0.532,3,1,0.346,4.3,172.48,0
KL103613,CH,Social,Basic,27,3,157,21.6,0.84,4,3,0.19,2.8,24.62,0
KL103614,DE,Social,Basic,9,1,155,29.67,0.405,1,1,0.45,3.5,11.27,0
KL103615,AT,Organic,Basic,9,1,252,24.67,0.737,0,1,0.576,3.3,9.37,1
KL103616,DE,Organic,Premium,3,2,245,77.19,0.416,3,1,0.297,4.2,58.66,0
KL103617,DE,Organic,Basic,72,8,99,26.89,0.307,5,1,0.214,4.3,81.75,0
KL103618,DE,Organic,Basic,16,6,144,23.03,0.286,0,0,0.402,5.0,52.51,0
KL103619,Other,Organic,Plus,32,2,176,47.9,0.261,2,1,0.609,4.1,36.4,0
KL103620,AT,Social,Plus,3,5,212,35.62,0.372,2,1,0.341,3.9,67.68,0
KL103621,DE,Paid Search,Plus,72,16,95,43.5,0.231,1,2,0.134,4.1,264.48,0
KL103622,DE,Paid Search,Plus,2,5,234,47.36,0.304,1,1,0.416,4.2,89.98,1
KL103623,CH,Social,Basic,4,3,186,14.14,0.271,1,2,0.275,3.6,16.12,1
KL103624,AT,Social,Basic,8,2,157,21.49,0.272,1,1,0.275,3.9,16.33,1
KL103625,DE,Organic,Basic,1,1,186,43.29,0.783,1,0,0.188,4.7,16.45,1
KL103626,CH,Organic,Plus,3,7,132,43.76,0.265,2,1,0.211,3.9,116.4,0
KL103627,AT,Referral,Premium,12,7,201,55.89,0.253,1,1,0.384,3.2,148.67,1
KL103628,AT,Organic,Basic,6,2,271,29.15,0.463,1,0,0.58,4.1,22.15,1
KL103629,DE,Social,Plus,19,7,181,27.01,0.381,0,0,0.208,5.0,71.85,0
KL103630,DE,Social,Plus,32,13,92,43.33,0.915,1,1,0.31,4.6,214.05,0
KL103631,Other,Paid Search,Premium,3,10,149,68.15,0.658,3,0,0.201,4.7,258.97,0
KL103632,DE,Organic,Basic,9,2,147,27.3,0.655,2,0,0.303,5.0,20.75,0
KL103633,DE,Organic,Basic,20,3,189,22.03,0.543,3,1,0.696,4.2,25.11,1
KL103634,DE,Paid Search,Plus,19,6,113,56.3,0.462,2,0,0.378,4.7,128.36,0
KL103635,DE,Paid Search,Plus,32,9,165,39.35,0.354,0,1,0.69,4.0,134.58,0
KL103636,CH,Social,Plus,3,8,150,26.86,,0,2,0.337,3.7,81.65,0
KL103637,DE,Social,Premium,28,8,185,63.69,0.539,3,0,0.476,4.4,193.62,0
KL103638,CH,Referral,Basic,21,1,238,37.36,0.69,3,2,0.596,4.5,14.2,1
KL103639,DE,Referral,Plus,31,5,161,54.95,0.024,0,2,0.575,3.9,104.4,0
KL103640,DE,Social,Basic,18,4,224,8.0,0.46,3,0,0.246,5.0,12.16,0
KL103641,DE,Organic,Basic,11,2,163,21.32,0.681,3,0,0.258,4.3,16.2,0
KL103642,CH,Paid Search,Basic,4,2,296,25.0,0.632,0,0,0.353,4.5,19.0,1
KL103643,DE,Paid Search,Basic,40,6,125,29.33,0.63,0,0,0.207,4.1,66.87,0
KL103644,DE,Paid Search,Basic,6,3,222,17.1,0.49,5,1,0.583,3.5,19.49,1
KL103645,AT,Organic,Plus,14,7,208,46.44,0.111,1,0,0.317,4.2,123.53,0
KL103646,DE,Paid Search,Premium,11,7,170,72.42,0.757,1,0,0.429,4.7,192.64,0
KL103647,DE,Paid Search,Basic,50,6,136,20.93,0.331,0,1,0.442,4.1,47.72,0
KL103648,DE,Organic,Basic,60,6,145,27.62,0.577,3,1,0.756,2.8,62.97,0
KL103649,CH,Social,Basic,3,6,136,34.52,0.39,4,0,0.099,4.9,78.71,0
KL103650,DE,Paid Search,Basic,4,2,204,42.15,0.299,1,0,0.495,5.0,32.03,0
KL103651,DE,Paid Search,Basic,22,3,224,36.44,0.552,1,1,0.684,4.1,41.54,1
KL103652,DE,Paid Search,Plus,9,2,221,37.83,0.439,3,0,0.269,4.2,28.75,0
KL103653,DE,Paid Search,Premium,4,4,190,68.63,0.351,2,1,0.708,3.0,104.32,1
KL103654,DE,Organic,Plus,8,0,171,40.12,0.474,2,1,0.264,4.1,15.25,0
KL103655,DE,Paid Search,Plus,7,5,240,36.0,0.391,2,0,0.154,4.0,68.4,1
KL103656,DE,Organic,Plus,22,0,214,45.97,0.133,0,3,0.107,,17.47,1
KL103657,DE,Social,Basic,23,0,207,31.88,0.333,4,0,0.157,5.0,12.11,0
KL103658,CH,Organic,Basic,41,7,172,27.94,0.206,0,0,0.593,5.0,74.32,0
KL103659,DE,Referral,Basic,10,1,154,36.02,0.355,2,0,0.196,4.0,13.69,0
KL103660,DE,Social,Basic,14,1,210,25.73,0.396,1,1,0.505,3.8,9.78,1
KL103661,CH,Paid Search,Premium,25,7,157,64.27,,0,1,0.374,4.1,170.96,0
KL103662,CH,Organic,Basic,18,7,158,29.58,0.098,1,0,0.336,5.0,78.68,0
KL103663,AT,Paid Search,Basic,8,3,239,30.57,0.35,3,1,0.099,4.0,34.85,1
KL103664,DE,Social,Basic,33,6,128,20.61,0.621,3,0,0.249,4.6,46.99,0
KL103665,DE,Social,Basic,15,2,203,43.1,0.253,1,5,0.109,3.0,32.76,1
KL103666,DE,Social,Premium,20,2,182,70.38,0.261,0,0,0.051,4.6,53.49,0
KL103667,DE,Referral,Basic,3,3,188,28.01,0.534,1,1,0.662,3.8,31.93,0
KL103668,DE,Paid Search,Plus,37,7,193,42.18,0.709,3,0,0.339,3.5,112.2,0
KL103669,DE,Social,Basic,2,2,199,27.39,0.79,0,0,0.455,4.1,20.82,0
KL103670,DE,Paid Search,Basic,16,4,178,39.7,0.413,2,1,0.321,4.1,60.34,0
KL103671,DE,Paid Search,Basic,16,5,98,35.67,0.359,1,0,0.24,4.9,67.77,0
KL103672,DE,Paid Search,Premium,15,9,175,70.08,0.371,1,1,0.588,3.4,239.67,0
KL103673,DE,Social,Basic,31,4,131,47.82,0.308,2,1,0.238,4.3,72.69,0
KL103674,CH,Organic,Plus,26,5,164,46.74,0.5,4,0,0.249,4.3,88.81,0
KL103675,CH,Organic,Basic,15,3,166,20.8,0.238,0,0,0.485,4.0,23.71,1
KL103676,DE,Organic,Plus,7,4,108,47.92,0.521,2,0,0.71,4.4,72.84,0
KL103677,DE,Referral,Plus,3,4,193,46.27,0.374,1,0,0.122,,70.33,0
KL103678,DE,Paid Search,Plus,2,7,149,53.1,0.192,1,1,0.198,,141.25,0
KL103679,DE,Paid Search,Basic,14,2,222,33.96,0.273,2,0,0.175,3.8,25.81,1
KL103680,AT,Paid Search,Basic,2,5,199,29.1,0.154,1,2,0.392,3.5,55.29,1
KL103681,DE,Paid Search,Premium,37,7,186,72.71,0.415,3,1,0.416,,193.41,0
KL103682,DE,Social,Plus,11,1,230,28.56,0.456,3,1,0.641,4.3,10.85,1
KL103683,DE,Referral,Basic,27,6,189,31.83,0.452,2,0,0.665,3.8,72.57,1
KL103684,DE,Social,Basic,67,1,245,32.57,0.351,1,0,0.117,4.6,12.38,0
KL103685,DE,Social,Basic,20,6,185,17.33,0.188,1,0,0.067,4.0,39.51,0
KL103686,DE,Organic,Basic,10,4,196,28.99,0.628,2,0,0.207,4.4,44.06,0
KL103687,Other,Organic,Basic,6,3,190,22.7,0.132,2,0,0.614,5.0,25.88,1
KL103688,DE,Paid Search,Basic,24,3,205,24.5,0.598,0,0,0.501,5.0,27.93,0
KL103689,DE,Social,Basic,26,5,198,35.39,0.334,0,1,0.302,4.0,67.24,0
KL103690,DE,Organic,Plus,5,2,221,33.74,0.623,2,0,0.524,4.5,25.64,1
KL103691,DE,Social,Premium,3,2,198,63.19,0.066,0,1,0.109,4.2,48.02,0
KL103692,DE,Organic,Plus,22,1,286,34.59,0.572,4,0,0.107,5.0,13.14,0
KL103693,DE,Organic,Plus,7,4,242,43.8,0.303,4,0,0.459,4.3,66.58,0
KL103694,AT,Organic,Plus,12,1,183,44.67,0.352,2,0,0.064,4.1,16.97,0
KL103695,DE,Social,Basic,22,1,212,17.69,0.342,0,2,0.105,3.7,6.72,1
KL103696,DE,Social,Plus,23,3,252,39.27,0.543,1,0,0.137,4.4,44.77,1
KL103697,DE,Paid Search,Basic,36,2,173,26.49,0.737,2,2,0.368,3.8,20.13,0
KL103698,DE,Social,Basic,69,10,97,28.93,0.421,3,0,0.145,5.0,109.93,0
KL103699,DE,Social,Plus,20,5,274,49.59,0.305,0,1,0.03,3.5,94.22,1
KL103700,CH,Paid Search,Basic,8,6,155,20.34,0.337,4,2,0.447,3.1,46.38,0
KL103701,DE,Social,Plus,72,14,37,38.74,0.595,3,1,0.544,3.9,206.1,0
KL103702,DE,Organic,Plus,4,6,143,52.48,0.602,2,2,0.374,3.7,119.65,0
KL103703,AT,Paid Search,Basic,1,1,197,34.26,0.585,2,1,0.343,4.1,13.02,0
KL103704,DE,Organic,Basic,20,4,216,20.3,0.191,0,2,0.217,4.8,30.86,1
KL103705,DE,Paid Search,Plus,14,4,189,41.09,0.679,1,0,0.451,4.3,62.46,0
KL103706,DE,Paid Search,Plus,21,5,131,45.32,0.134,0,1,0.233,3.9,86.11,0
KL103707,AT,Organic,Plus,17,5,77,49.1,,3,1,0.592,4.4,93.29,0
KL103708,DE,Paid Search,Basic,2,3,213,30.55,0.542,2,1,0.784,5.0,34.83,1
